record_id,year,quarter,region,employment_type,gender,job_level,training_category,participant_count,training_hours_per_person,total_training_hours,training_cost_krw,online_yn,mandatory_yn,avg_hours_per_person,source_system,synced_at,created_at,updated_at,updated_by
HR-TR-2024-00024,2024,1,국내,계약직,남성,전체,안전보건,836,2.5,2090.0,10032000,Y,Y,2.5,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00025,2024,1,국내,계약직,남성,전체,직무역량(IT·개발),543,12.0,6516.0,51585000,Y,N,12.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00026,2024,1,국내,계약직,남성,전체,리더십·관리자교육,184,6.0,1104.0,22080000,N,N,6.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00027,2024,1,국내,계약직,남성,전체,인권·윤리경영,794,1.5,1191.0,6352000,Y,Y,1.5,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00028,2024,1,국내,계약직,남성,전체,어학·글로벌역량,150,4.0,600.0,6750000,Y,N,4.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00029,2024,1,국내,계약직,남성,전체,신입·온보딩,67,40.0,2680.0,12060000,N,Y,40.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00030,2024,1,국내,계약직,남성,전체,디지털 리터러시,460,3.0,1380.0,8280000,Y,N,3.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00031,2024,1,국내,계약직,여성,전체,AI·클라우드 전문교육,103,8.5,875.5,8755000,Y,N,8.5,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00032,2024,1,국내,계약직,여성,전체,ESG·환경경영,316,2.0,632.0,4740000,Y,Y,2.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00033,2024,1,국내,계약직,여성,전체,정보보호·사이버보안,333,4.0,1332.0,6660000,Y,Y,4.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00034,2024,1,국내,계약직,여성,전체,안전보건,333,2.5,832.5,3996000,Y,Y,2.5,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00035,2024,1,국내,계약직,여성,전체,직무역량(IT·개발),216,12.0,2592.0,20520000,Y,N,12.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00036,2024,1,국내,계약직,여성,전체,리더십·관리자교육,73,6.0,438.0,8760000,N,N,6.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00037,2024,1,국내,계약직,여성,전체,인권·윤리경영,316,1.5,474.0,2528000,Y,Y,1.5,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00038,2024,1,국내,계약직,여성,전체,어학·글로벌역량,60,4.0,240.0,2700000,Y,N,4.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00039,2024,1,국내,계약직,여성,전체,신입·온보딩,27,40.0,1080.0,4860000,N,Y,40.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00040,2024,1,국내,계약직,여성,전체,디지털 리터러시,183,3.0,549.0,3294000,Y,N,3.0,HR,2024-04-05 07:00:00,2024-04-05 09:00:00,2024-04-10 15:00:00,user_hr
HR-TR-2024-00041,2024,2,국내,정규직,남성,전체,AI·클라우드 전문교육,4207,8.5,35759.5,357595000,Y,N,8.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00042,2024,2,국내,정규직,남성,전체,ESG·환경경영,12893,2.0,25786.0,193395000,Y,Y,2.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00043,2024,2,국내,정규직,남성,전체,정보보호·사이버보안,13572,4.0,54288.0,271440000,Y,Y,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00044,2024,2,국내,정규직,남성,전체,안전보건,13572,2.5,33930.0,162864000,Y,Y,2.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00045,2024,2,국내,정규직,남성,전체,직무역량(IT·개발),8822,12.0,105864.0,838090000,Y,N,12.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00046,2024,2,국내,정규직,남성,전체,리더십·관리자교육,2986,6.0,17916.0,358320000,N,N,6.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00047,2024,2,국내,정규직,남성,전체,인권·윤리경영,12893,1.5,19339.5,103144000,Y,Y,1.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00048,2024,2,국내,정규직,남성,전체,어학·글로벌역량,2443,4.0,9772.0,109935000,Y,N,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00049,2024,2,국내,정규직,남성,전체,신입·온보딩,1086,40.0,43440.0,195480000,N,Y,40.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00050,2024,2,국내,정규직,남성,전체,디지털 리터러시,7465,3.0,22395.0,134370000,Y,N,3.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00051,2024,2,국내,정규직,여성,전체,AI·클라우드 전문교육,1677,8.5,14254.5,142545000,Y,N,8.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00052,2024,2,국내,정규직,여성,전체,ESG·환경경영,5140,2.0,10280.0,77100000,Y,Y,2.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00053,2024,2,국내,정규직,여성,전체,정보보호·사이버보안,5410,4.0,21640.0,108200000,Y,Y,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00054,2024,2,국내,정규직,여성,전체,안전보건,5410,2.5,13525.0,64920000,Y,Y,2.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00055,2024,2,국내,정규직,여성,전체,직무역량(IT·개발),3516,12.0,42192.0,334020000,Y,N,12.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00056,2024,2,국내,정규직,여성,전체,리더십·관리자교육,1190,6.0,7140.0,142800000,N,N,6.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00057,2024,2,국내,정규직,여성,전체,인권·윤리경영,5140,1.5,7710.0,41120000,Y,Y,1.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00058,2024,2,국내,정규직,여성,전체,어학·글로벌역량,974,4.0,3896.0,43830000,Y,N,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00059,2024,2,국내,정규직,여성,전체,신입·온보딩,433,40.0,17320.0,77940000,N,Y,40.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00060,2024,2,국내,정규직,여성,전체,디지털 리터러시,2976,3.0,8928.0,53568000,Y,N,3.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00061,2024,2,국내,계약직,남성,전체,AI·클라우드 전문교육,259,8.5,2201.5,22015000,Y,N,8.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00062,2024,2,국내,계약직,남성,전체,ESG·환경경영,794,2.0,1588.0,11910000,Y,Y,2.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00063,2024,2,국내,계약직,남성,전체,정보보호·사이버보안,836,4.0,3344.0,16720000,Y,Y,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00064,2024,2,국내,계약직,남성,전체,안전보건,836,2.5,2090.0,10032000,Y,Y,2.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00065,2024,2,국내,계약직,남성,전체,직무역량(IT·개발),543,12.0,6516.0,51585000,Y,N,12.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00066,2024,2,국내,계약직,남성,전체,리더십·관리자교육,184,6.0,1104.0,22080000,N,N,6.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00067,2024,2,국내,계약직,남성,전체,인권·윤리경영,794,1.5,1191.0,6352000,Y,Y,1.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00068,2024,2,국내,계약직,남성,전체,어학·글로벌역량,150,4.0,600.0,6750000,Y,N,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00069,2024,2,국내,계약직,남성,전체,신입·온보딩,67,40.0,2680.0,12060000,N,Y,40.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00070,2024,2,국내,계약직,남성,전체,디지털 리터러시,460,3.0,1380.0,8280000,Y,N,3.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00071,2024,2,국내,계약직,여성,전체,AI·클라우드 전문교육,103,8.5,875.5,8755000,Y,N,8.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00072,2024,2,국내,계약직,여성,전체,ESG·환경경영,316,2.0,632.0,4740000,Y,Y,2.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00073,2024,2,국내,계약직,여성,전체,정보보호·사이버보안,333,4.0,1332.0,6660000,Y,Y,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00074,2024,2,국내,계약직,여성,전체,안전보건,333,2.5,832.5,3996000,Y,Y,2.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00075,2024,2,국내,계약직,여성,전체,직무역량(IT·개발),216,12.0,2592.0,20520000,Y,N,12.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00076,2024,2,국내,계약직,여성,전체,리더십·관리자교육,73,6.0,438.0,8760000,N,N,6.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00077,2024,2,국내,계약직,여성,전체,인권·윤리경영,316,1.5,474.0,2528000,Y,Y,1.5,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00078,2024,2,국내,계약직,여성,전체,어학·글로벌역량,60,4.0,240.0,2700000,Y,N,4.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00079,2024,2,국내,계약직,여성,전체,신입·온보딩,27,40.0,1080.0,4860000,N,Y,40.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00080,2024,2,국내,계약직,여성,전체,디지털 리터러시,183,3.0,549.0,3294000,Y,N,3.0,HR,2024-07-05 07:00:00,2024-07-05 09:00:00,2024-07-10 15:00:00,user_hr
HR-TR-2024-00081,2024,3,국내,정규직,남성,전체,AI·클라우드 전문교육,4207,8.5,35759.5,357595000,Y,N,8.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00082,2024,3,국내,정규직,남성,전체,ESG·환경경영,12893,2.0,25786.0,193395000,Y,Y,2.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00083,2024,3,국내,정규직,남성,전체,정보보호·사이버보안,13572,4.0,54288.0,271440000,Y,Y,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00084,2024,3,국내,정규직,남성,전체,안전보건,13572,2.5,33930.0,162864000,Y,Y,2.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00085,2024,3,국내,정규직,남성,전체,직무역량(IT·개발),8822,12.0,105864.0,838090000,Y,N,12.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00086,2024,3,국내,정규직,남성,전체,리더십·관리자교육,2986,6.0,17916.0,358320000,N,N,6.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00087,2024,3,국내,정규직,남성,전체,인권·윤리경영,12893,1.5,19339.5,103144000,Y,Y,1.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00088,2024,3,국내,정규직,남성,전체,어학·글로벌역량,2443,4.0,9772.0,109935000,Y,N,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00089,2024,3,국내,정규직,남성,전체,신입·온보딩,1086,40.0,43440.0,195480000,N,Y,40.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00090,2024,3,국내,정규직,남성,전체,디지털 리터러시,7465,3.0,22395.0,134370000,Y,N,3.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00091,2024,3,국내,정규직,여성,전체,AI·클라우드 전문교육,1677,8.5,14254.5,142545000,Y,N,8.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00092,2024,3,국내,정규직,여성,전체,ESG·환경경영,5140,2.0,10280.0,77100000,Y,Y,2.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00093,2024,3,국내,정규직,여성,전체,정보보호·사이버보안,5410,4.0,21640.0,108200000,Y,Y,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00094,2024,3,국내,정규직,여성,전체,안전보건,5410,2.5,13525.0,64920000,Y,Y,2.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00095,2024,3,국내,정규직,여성,전체,직무역량(IT·개발),3516,12.0,42192.0,334020000,Y,N,12.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00096,2024,3,국내,정규직,여성,전체,리더십·관리자교육,1190,6.0,7140.0,142800000,N,N,6.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00097,2024,3,국내,정규직,여성,전체,인권·윤리경영,5140,1.5,7710.0,41120000,Y,Y,1.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00098,2024,3,국내,정규직,여성,전체,어학·글로벌역량,974,4.0,3896.0,43830000,Y,N,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00099,2024,3,국내,정규직,여성,전체,신입·온보딩,433,40.0,17320.0,77940000,N,Y,40.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00100,2024,3,국내,정규직,여성,전체,디지털 리터러시,2976,3.0,8928.0,53568000,Y,N,3.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00101,2024,3,국내,계약직,남성,전체,AI·클라우드 전문교육,259,8.5,2201.5,22015000,Y,N,8.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00102,2024,3,국내,계약직,남성,전체,ESG·환경경영,794,2.0,1588.0,11910000,Y,Y,2.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00103,2024,3,국내,계약직,남성,전체,정보보호·사이버보안,836,4.0,3344.0,16720000,Y,Y,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00104,2024,3,국내,계약직,남성,전체,안전보건,836,2.5,2090.0,10032000,Y,Y,2.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00105,2024,3,국내,계약직,남성,전체,직무역량(IT·개발),543,12.0,6516.0,51585000,Y,N,12.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00106,2024,3,국내,계약직,남성,전체,리더십·관리자교육,184,6.0,1104.0,22080000,N,N,6.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00107,2024,3,국내,계약직,남성,전체,인권·윤리경영,794,1.5,1191.0,6352000,Y,Y,1.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00108,2024,3,국내,계약직,남성,전체,어학·글로벌역량,150,4.0,600.0,6750000,Y,N,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00109,2024,3,국내,계약직,남성,전체,신입·온보딩,67,40.0,2680.0,12060000,N,Y,40.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00110,2024,3,국내,계약직,남성,전체,디지털 리터러시,460,3.0,1380.0,8280000,Y,N,3.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00111,2024,3,국내,계약직,여성,전체,AI·클라우드 전문교육,103,8.5,875.5,8755000,Y,N,8.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00112,2024,3,국내,계약직,여성,전체,ESG·환경경영,316,2.0,632.0,4740000,Y,Y,2.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00113,2024,3,국내,계약직,여성,전체,정보보호·사이버보안,333,4.0,1332.0,6660000,Y,Y,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00114,2024,3,국내,계약직,여성,전체,안전보건,333,2.5,832.5,3996000,Y,Y,2.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00115,2024,3,국내,계약직,여성,전체,직무역량(IT·개발),216,12.0,2592.0,20520000,Y,N,12.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00116,2024,3,국내,계약직,여성,전체,리더십·관리자교육,73,6.0,438.0,8760000,N,N,6.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00117,2024,3,국내,계약직,여성,전체,인권·윤리경영,316,1.5,474.0,2528000,Y,Y,1.5,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00118,2024,3,국내,계약직,여성,전체,어학·글로벌역량,60,4.0,240.0,2700000,Y,N,4.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00119,2024,3,국내,계약직,여성,전체,신입·온보딩,27,40.0,1080.0,4860000,N,Y,40.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00120,2024,3,국내,계약직,여성,전체,디지털 리터러시,183,3.0,549.0,3294000,Y,N,3.0,HR,2024-10-05 07:00:00,2024-10-05 09:00:00,2024-10-10 15:00:00,user_hr
HR-TR-2024-00121,2024,4,국내,정규직,남성,전체,AI·클라우드 전문교육,4207,8.5,35759.5,357595000,Y,N,8.5,HR,2024-01-05 07:00:00,2024-01-05 09:00:00,2024-01-10 15:00:00,user_hr
HR-TR-2024-00122,2024,4,국내,정규직,남성,전체,ESG·환경경영,12893,2.0,25786.0,193395000,Y,Y,2.0,HR,2024-01-05 07:00:00,2024-01-05 09:00:00,2024-01-10 15:00:00,user_hr
HR-TR-2024-00123,2024,4,국내,정규직,남성,전체,정보보호·사이버보안,13572,4.0,54288.0,271440000,Y,Y,4.0,HR,2024-01-05 07:00:00,2024-01-05 09:00:00,2024-01-10 15:00:00,user_hr
HR-TR-2024-00124,2024,4,국내,정규직,남성,전체,안전보건,13572,2.5,33930.0,162864000,Y,Y,2.5,HR,2024-01-05 07:00:00,2024-01-05 09:00:00,2024-01-10 15:00:00,user_hr
